property_id,parcel_id,source_ids,sale_date,sale_value,assessed_land_value,assessed_building_value,assessed_total_value,tax_year,market_year,total_tax,use_classes,zoning,land_use,parcel_area_sqft,acres,year_built,finished_sqft,above_ground_area,below_ground_area,total_units,building_use
parcel-1702824410072,1702824410072,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,2000-01-01,245000.0,386000.0,273600.0,659600.0,2026,2025,,Double Bungalow | Special Taxing Districts,Urban Neighborhood 1,,10154.0,0.23,1960,,2150.0,1075.0,,Duplex
parcel-1702824410137,1702824410137,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,295000.0,133000.0,428000.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 1,,4982.0,0.11,1984,,1067.0,471.0,,Single Family House
parcel-1702924120095,1702924120095,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,21000.0,167000.0,188000.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,5150.0,0.12,1920,,1416.0,916.0,,Single Family House
parcel-1702924130056,1702924130056,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,46000.0,201500.0,247500.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,6361.0,0.15,1938,,1420.0,901.0,,Single Family House
parcel-1702924130076,1702924130076,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,24000.0,173000.0,197000.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,6753.0,0.16,1942,,1405.0,830.0,,Single Family House
parcel-1702924130089,1702924130089,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,23000.0,184000.0,207000.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,6418.0,0.15,1983,,1249.0,648.0,,Single Family House
parcel-1702924130161,1702924130161,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,21000.0,144000.0,165000.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,5079.0,0.12,1980,,774.0,774.0,,Single Family House
parcel-1702924140086,1702924140086,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,16000.0,229900.0,245900.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,5144.0,0.12,1926,,1450.0,979.0,,Single Family House
parcel-1702924410017,1702924410017,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,14000.0,238000.0,252000.0,2026,2025,,Residential | Special Taxing Districts,Residence Goods and Services,,5382.0,0.12,1924,,1661.0,828.0,,Single Family House
parcel-1702924410095,1702924410095,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,16000.0,197800.0,213800.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,5184.0,0.12,1923,,1727.0,971.0,,Single Family House
parcel-1702924410137,1702924410137,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,16000.0,193400.0,209400.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,5434.0,0.12,1925,,1284.0,660.0,,Single Family House
parcel-1702924410170,1702924410170,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,16000.0,172200.0,188200.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,5446.0,0.13,1921,,1142.0,874.0,,Single Family House
parcel-1702924420031,1702924420031,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,21000.0,124000.0,145000.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,5188.0,0.12,1919,,1118.0,888.0,,Single Family House
parcel-1702924420060,1702924420060,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,22000.0,147000.0,169000.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,5880.0,0.13,1954,,852.0,,,Single Family House
parcel-1702924420086,1702924420086,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,23000.0,178000.0,201000.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,5986.0,0.14,1926,,1438.0,1064.0,,Single Family House
parcel-1702924420090,1702924420090,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,23000.0,172000.0,195000.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,5986.0,0.14,1927,,1470.0,1104.0,,Single Family House
parcel-1702924420098,1702924420098,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,23000.0,177000.0,200000.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,5987.0,0.14,1928,,1529.0,1092.0,,Single Family House
parcel-1702924430010,1702924430010,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,42000.0,199800.0,241800.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,5042.0,0.12,1942,,1245.0,792.0,,Single Family House
parcel-1702924430087,1702924430087,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,22000.0,226900.0,248900.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,5762.0,0.13,1924,,1670.0,996.0,,Single Family House
parcel-1702924430109,1702924430109,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,22000.0,165000.0,187000.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,5761.0,0.13,1938,,1100.0,872.0,,Single Family House
parcel-1702924430118,1702924430118,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,42000.0,164000.0,206000.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,5135.0,0.12,1924,,1306.0,956.0,,Single Family House
parcel-1702924430143,1702924430143,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,42000.0,170000.0,212000.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,5254.0,0.12,1928,,1064.0,798.0,,Single Family House
parcel-1702924430150,1702924430150,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,45000.0,259500.0,304500.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,5907.0,0.14,1927,,1834.0,1262.0,,Single Family House
parcel-1702924430189,1702924430189,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,22000.0,181700.0,203700.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,5410.0,0.12,1913,,1327.0,703.0,,Single Family House
parcel-1702924440084,1702924440084,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,16000.0,287000.0,303000.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,5650.0,0.13,1916,,2003.0,1203.0,,Single Family House
parcel-1702924440097,1702924440097,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,16000.0,147000.0,163000.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,5394.0,0.12,1921,,1162.0,,,Single Family House
parcel-1702924440099,1702924440099,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,16000.0,173000.0,189000.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,5394.0,0.12,1914,,1076.0,,,Single Family House
parcel-1702924440142,1702924440142,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,16000.0,226700.0,242700.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,5395.0,0.12,1924,,1624.0,812.0,,Single Family House
parcel-1702924440156,1702924440156,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,16000.0,200000.0,216000.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,5159.0,0.12,1917,,1326.0,884.0,,Single Family House
parcel-1702924440166,1702924440166,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,16000.0,148400.0,164400.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,5141.0,0.12,1916,,1270.0,868.0,,Single Family House
parcel-1802823210056,1802823210056,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,188000.0,147400.0,335400.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 1,,5104.0,0.12,1925,,1041.0,572.0,,Single Family House
parcel-1802823240014,1802823240014,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,158000.0,212800.0,370800.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 1,,4940.0,0.11,1924,,1426.0,,,Single Family House
parcel-1802823240094,1802823240094,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,1995-06-01,120000.0,142000.0,244600.0,386600.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 1,,4788.0,0.11,1995,,992.0,992.0,,Single Family House
parcel-1802823240164,1802823240164,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,180000.0,225800.0,405800.0,2026,2025,,Double Bungalow | Municipal Property,Urban Neighborhood 3,,8455.0,0.19,1931,,1974.0,,,Duplex
parcel-1802823310052,1802823310052,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,147000.0,159000.0,306000.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,6089.0,0.14,1973,,1056.0,,,Single Family House
parcel-1802823310133,1802823310133,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,144000.0,182000.0,326000.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,5772.0,0.13,1980,,1143.0,,,Single Family House
parcel-1802823340062,1802823340062,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,136000.0,133200.0,269200.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 1,,5135.0,0.12,1925,,836.0,,,Single Family House
parcel-1802823440166,1802823440166,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,131000.0,183000.0,314000.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 1,,5127.0,0.12,1971,,1118.0,,,Single Family House
parcel-1902823110005,1902823110005,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,1988-01-01,32000.0,101000.0,195500.0,296500.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 1,,5122.0,0.12,1990,,1129.0,,,Single Family House
parcel-1902823110158,1902823110158,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,104000.0,147600.0,251600.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 1,,4608.0,0.11,1956,,796.0,796.0,,Single Family House
parcel-1902823120114,1902823120114,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,1983-12-01,64000.0,104000.0,178700.0,282700.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 1,,5128.0,0.12,1949,,1336.0,916.0,,Single Family House
parcel-1902823140018,1902823140018,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,110000.0,185200.0,295200.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 1,,5127.0,0.12,1925,,1308.0,1108.0,,Single Family House
parcel-1902823140092,1902823140092,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,1992-09-01,1.0,110000.0,193000.0,303000.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 1,,5127.0,0.12,1927,,1664.0,848.0,,Single Family House
parcel-1902823210060,1902823210060,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,1983-09-01,58000.0,129000.0,153700.0,282700.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 1,,6760.0,0.16,1943,,870.0,624.0,,Single Family House
parcel-1902823220157,1902823220157,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,2002-07-01,164500.0,128000.0,199400.0,327400.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 1,,6584.0,0.15,1959,,1132.0,1132.0,,Single Family House
parcel-1902823240119,1902823240119,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,2002-05-01,167900.0,114000.0,191600.0,305600.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 1,,5643.0,0.13,1957,,1032.0,1032.0,,Single Family House
parcel-1902823240139,1902823240139,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,96000.0,256400.0,352400.0,2026,2025,,Double Bungalow | Municipal Property,Residence Goods and Services,,6044.0,0.14,1973,,1856.0,1856.0,,Duplex
parcel-1902823240204,1902823240204,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,130200.0,984100.0,1114300.0,2026,2025,,Apartment | Municipal Property,Residence Goods and Services,,8682.0,0.2,2023,,10032.0,,6,Apartment 6+ Unit
parcel-1902823410034,1902823410034,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,93000.0,139000.0,232000.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 1,,5127.0,0.12,1973,,1040.0,,,Single Family House
parcel-1902923220041,1902923220041,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,83000.0,247400.0,330400.0,2026,2025,,Double Bungalow | Municipal Property,Urban Neighborhood 2,,5501.0,0.13,1973,,1736.0,896.0,,Duplex
parcel-1902923240157,1902923240157,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,1999-09-01,142000.0,68000.0,247500.0,315500.0,2026,2025,,Double Bungalow | Special Taxing Districts,Urban Neighborhood 2,,5009.0,0.12,1965,,1736.0,,,Duplex
parcel-2002824110175,2002824110175,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,230000.0,210600.0,440600.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 1,,5731.0,0.13,1947,,1174.0,844.0,,Single Family House
parcel-2002824420037,2002824420037,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,205000.0,137000.0,342000.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 1,,7652.0,0.18,1948,,1009.0,769.0,,Single Family House
parcel-2002824430129,2002824430129,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,1999-12-01,133000.0,171000.0,135100.0,306100.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 1,,5744.0,0.13,1952,,1208.0,936.0,,Single Family House
parcel-2002824440129,2002824440129,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,1999-08-01,189900.0,138000.0,277200.0,415200.0,2026,2025,,Double Bungalow | Special Taxing Districts,Corridor Mixed Use,,6308.0,0.14,1953,,1704.0,1704.0,,Duplex
parcel-2002924110023,2002924110023,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,28000.0,226400.0,254400.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,8095.0,0.19,1927,,1392.0,1392.0,,Single Family House
parcel-2002924110032,2002924110032,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,27000.0,348900.0,375900.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,7212.0,0.17,1929,,1862.0,1526.0,,Single Family House
parcel-2002924120043,2002924120043,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,50000.0,257800.0,307800.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,7724.0,0.18,1930,,1620.0,1059.0,,Single Family House
parcel-2002924120100,2002924120100,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,25000.0,184100.0,209100.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,5654.0,0.13,1957,,1082.0,1082.0,,Single Family House
